priority_rank,security_id,ticker,exchange,company_name,instrument_type,selection_status,priority_tier,index_importance_signal,market_importance_signal,exchange_signal,history_signal,identity_signal,known_provider_evidence,duplicate_identity_status,selection_reason
1881,,HDB125012,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1882,,LPB126018,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1883,,LPB125027,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1884,,MNB425035,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1885,,VBA123036,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1886,,TMS426010,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1887,,LPB126020,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1888,,VND125032,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1889,,DSE125018,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1890,,SHB125010,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1891,,NAB126025,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1892,,BAF126003,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1893,,HDB124023,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1894,,F88126002,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1895,,MSN123014,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1896,,CII425021,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1897,,KLB126021,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1898,,BID123004,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1899,,VBA124019,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1900,,CVT122009,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1901,,BAB124025,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1902,,CII124021,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1903,,SHB125017,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1904,,SBT426026,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1905,,MSN123008,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1906,,LPB125006,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1907,,HDB126016,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1908,,NPM123024,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1909,,CTG126005,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1910,,VIC124005,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1911,,KLB125015,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1912,,BVB125003,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1913,,CTG125013,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1914,,LPB122011,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1915,,NVL122001,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1916,,TNG124027,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1917,,VBA125019,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1918,,HDB125025,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1919,,BAB124016,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1920,,BID122005,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1921,,VBA121033,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1922,,LPB123009,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1923,,HDB126033,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1924,,MSN123009,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1925,,VHM121025,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1926,,HDB125011,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1927,,BID126007,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1928,,CTG123034,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1929,,NPM123021,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1930,,BID126023,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1931,,LPB122013,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1932,,CTG125014,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1933,,CTG125002,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1934,,VAB125034,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1935,,NPM123023,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1936,,KLB125031,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1937,,TDP124010,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1938,,CTG123019,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1939,,LPB121036,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1940,,KLB125016,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1941,,LPB123016,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1942,,LPB126019,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1943,,BAB124026,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1944,,BAB125023,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1945,,LPB125007,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1946,,VAB125020,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1947,,VCK125005,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1948,,CTG125001,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1949,,HDB125024,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1950,,CII426028,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1951,,KLB124009,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1952,,BAB123032,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1953,,VPI124001,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1954,,VAB125029,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1955,,BAB125022,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1956,,CTD126006,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1957,,CTG121031,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1958,,HDB126017,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1959,,VIC124003,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1960,,CII424002,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1961,,DSE125004,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1962,,NAB125004,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1963,,BID126008,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1964,,SHB12507,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1965,,VHM12401,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1966,,VCB12604,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1967,,DPQ12205,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1968,,CTG12131,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1969,,OCB12425,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1970,,CPL12302,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1971,,TPB12422,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1972,,CPL12303,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1973,,MBB12406,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1974,,TDR12101,,,corpbond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
