priority_rank,security_id,ticker,exchange,company_name,instrument_type,selection_status,priority_tier,index_importance_signal,market_importance_signal,exchange_signal,history_signal,identity_signal,known_provider_evidence,duplicate_identity_status,selection_reason
1789,,CMWG2617,HOSE,None,cw,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1790,,CVRE2609,HOSE,None,cw,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1791,,CVIC2603,HOSE,None,cw,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1792,,CLPB2610,HOSE,None,cw,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1793,,CMBB2605,HOSE,None,cw,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1794,,CTPB2606,HOSE,None,cw,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1795,,CHPG2618,HOSE,None,cw,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1796,,CACB2620,HOSE,None,cw,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1797,,CMSN2610,HOSE,None,cw,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1798,,CMSN2622,HOSE,None,cw,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1799,,CHDB2608,HOSE,None,cw,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1800,,CVIC2602,HOSE,None,cw,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1801,,CMSN2623,HOSE,None,cw,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1802,,CHDB2603,HOSE,None,cw,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1803,,CFPT2606,HOSE,None,cw,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1804,,CTCB2603,HOSE,None,cw,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1805,,CFPT2625,HOSE,None,cw,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1806,,CVRE2610,HOSE,None,cw,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1807,,CVNM2614,HOSE,None,cw,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1808,,CSHB2619,HOSE,None,cw,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1809,,CMSN2611,HOSE,None,cw,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1810,,CSHB2607,HOSE,None,cw,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1811,,CSHB2606,HOSE,None,cw,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1812,,CHDB2605,HOSE,None,cw,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1813,,CACB2607,HOSE,None,cw,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1814,,CTPB2609,HOSE,None,cw,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1815,,CHPG2619,HOSE,None,cw,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1816,,CTCB2607,HOSE,None,cw,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1817,,CVIC2516,HOSE,None,cw,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1818,,CMBB2523,HOSE,None,cw,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1819,,CHPG2617,HOSE,None,cw,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1820,,CVNM2523,HOSE,None,cw,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1821,,CVRE2606,HOSE,None,cw,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1822,,CACB2608,HOSE,None,cw,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1823,,CSHB2616,HOSE,None,cw,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1824,,CTCB2617,HOSE,None,cw,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1825,,CACB2517,HOSE,None,cw,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1826,,CMWG2609,HOSE,None,cw,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1827,,CSTB2623,HOSE,None,cw,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1828,,FUEBFVND,HOSE,Chứng chỉ Quỹ ETF BVFVN DIAMOND,fund,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1829,,FUEKIVFS,HOSE,Chứng chỉ Quỹ ETF Kim Growth VNFINSELECT,fund,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1830,,FUEABVND,HOSE,Chứng chỉ Quỹ ETF ABFVN DIAMOND,fund,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1831,,FUESSV50,HOSE,Quỹ ETF SSIAM VNX50,fund,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1832,,FUESSVFL,HOSE,Quỹ ETF SSIAM VNFIN LEAD,fund,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1833,,FUCTVGF4,HOSE,Quỹ Đầu tư Tăng trưởng Thiên Việt 4,fund,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1834,,FUEMITEC,HOSE,Quỹ ETF VINACAPITAL VNMITECH,fund,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1835,,FUEKIV30,HOSE,Chứng chỉ Quỹ ETF KIM GROWTH VN30,fund,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1836,,FUEVFVND,HOSE,Quỹ ETF DCVFMVN DIAMOND,fund,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1837,,FUEVN50G,HOSE,Quỹ ETF VINACAPITAL VN50 GROWTH,fund,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1838,,FUEVN100,HOSE,Quỹ ETF VINACAPITAL VN100,fund,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1839,,FUCVREIT,HOSE,Quỹ đầu tư Bất động sản Techcom Việt Nam,fund,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1840,,FUESSV30,HOSE,Quỹ ETF SSIAM VN30,fund,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1841,,FUEDCMID,HOSE,Chứng chỉ Quỹ ETF DCVFMVNMIDCAP,fund,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1842,,FUEKIVND,HOSE,Chứng chỉ Quỹ ETF KIM GROWTH VN DIAMOND,fund,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1843,,FUETCC50,HOSE,Chứng chỉ Quỹ ETF TECHCOM CAPITAL VNX50,fund,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1844,,FUEFCV50,HOSE,Chứng chỉ Quỹ ETF FPT CAPITAL VNX50,fund,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1845,,FUEIP100,HOSE,Chứng chỉ Quỹ ETF IPAAM VN100,fund,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1846,,FUEMAVND,HOSE,Chứng chỉ Quỹ ETF MAFM VNDIAMOND,fund,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1847,,FUEMAV30,HOSE,Quỹ ETF MAFM VN30,fund,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1848,,FUEPHVNS,HOSE,Quỹ ETF PHFM VNSHINE,fund,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1849,,E1VFVN30,HOSE,Quỹ ETF DCVFMVN30,fund,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1850,,FUCTVGF5,HOSE,Quỹ đầu tư tăng trưởng Thiên Việt 5,fund,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1851,,FUETPVND,HOSE,Chứng chỉ quỹ ETF VFCVN DIAMOND,fund,INSTRUMENT_TYPE_EXCLUDED,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HOSE,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSTRUMENT_TYPE_EXCLUDED,listing evidence exclusion
1852,,41BAG9000,XHNF,,future,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,XHNF,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1853,,41BAH3000,XHNF,,future,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,XHNF,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1854,,41B5H3000,XHNF,,future,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,XHNF,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1855,,41I2H3000,XHNF,,future,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,XHNF,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1856,,41I1H3000,XHNF,,future,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,XHNF,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1857,,41I1GC000,XHNF,,future,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,XHNF,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1858,,41B5H6000,XHNF,,future,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,XHNF,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1859,,41I2GA000,XHNF,,future,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,XHNF,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1860,,41I2GC000,XHNF,,future,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,XHNF,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1861,,41I1GA000,XHNF,,future,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,XHNF,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1862,,41B5GC000,XHNF,,future,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,XHNF,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1863,,41I1GB000,XHNF,,future,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,XHNF,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1864,,41BAGC000,XHNF,,future,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,XHNF,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1865,,41I2GB000,XHNF,,future,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,XHNF,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1866,,BID126024,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1867,,NPM123022,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1868,,F88126015,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1869,,LPB125028,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1870,,MSN123010,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1871,,HDC425001,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1872,,TCX126011,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1873,,HDB126034,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1874,,VBB124007,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1875,,BID126022,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1876,,BCG122006,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1877,,CTG123033,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1878,,CMX123035,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1879,,BID126009,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
1880,,VND125033,HNX,,bond,INSUFFICIENT_DISCOVERY_EVIDENCE,EXCLUDED,UNAVAILABLE,UNAVAILABLE,HNX,UNAVAILABLE,INSUFFICIENT,KBS_CURRENT_LISTING,INSUFFICIENT_DISCOVERY_EVIDENCE,listing evidence exclusion
